CustomerName,CustomerPhone,DueDate,GovId,Id,InterestRate,MetalType,PrincipalAmount,ProductDescription,Purity,StartDate,Status,TotalRepaid,Weight
Amit Patel,9590800371,2025-05-05,31P21UHRH0,L-00170,1.54,GOLD,499171,Gold Bangles (4 pcs),22K,2023-09-13,OVERDUE,100987,28.77
Gaurav Singh,9779445085,2025-09-06,S0QMC3CMHJ,L-00171,2.39,GOLD,295589,Gold Earrings,22K,2023-07-13,ACTIVE,78294,30.71
Priya Sharma,9674852524,2025-02-28,OLB52BTC0T,L-00172,2.06,GOLD,482030,Gold Chain (Man),22K,2024-02-16,OVERDUE,164253,28.57
Ravi Singh,9777365766,2025-12-30,WA83HS699V,L-00173,0.63,GOLD,305680,Gold Bracelet,22K,2023-05-03,OVERDUE,65362,15.99
Priya Sharma,9123081118,2026-09-12,1DU0S1305Z,L-00174,1.17,GOLD,10446,Gold Chain (Man),22K,2025-09-23,ACTIVE,847,4.3
Amit Reddy,9255207898,2026-04-21,ZMXH1DYFT0,L-00175,1.13,GOLD,349540,Gold Ring,22K,2023-06-25,ACTIVE,49271,3.77
Sanjay Trivedi,9760752940,2026-09-07,X7D6PF3HAR,L-00176,2.42,GOLD,497684,Gold Bangles (4 pcs),22K,2023-09-13,ACTIVE,33956,5.96
Pooja Singh,9554766982,2025-08-03,G2W8K3JKE6,L-00177,1.37,GOLD,56450,Gold Earrings,22K,2023-07-08,OVERDUE,26751,15.57
Amit Das,9202292199,2025-07-08,W4XLRLGZ40,L-00178,0.97,GOLD,85649,Gold Necklace Set,22K,2023-06-12,ACTIVE,34645,6.23
Sunita Agarwal,9512849482,2026-06-03,5C4JXRMCDO,L-00179,1.47,GOLD,414059,Gold Bracelet,22K,2024-12-13,ACTIVE,110126,20.65
Neha Modi,9695798374,2026-08-22,LP6MUXKPVA,L-00180,1.91,GOLD,15397,Gold Bangles (4 pcs),22K,2025-08-24,OVERDUE,5334,21.21
Anjali Verma,9667256827,2025-01-03,YO1GFM6HW2,L-00181,1.90,GOLD,44061,Gold Ring,22K,2024-11-21,ACTIVE,13013,7.59
Rajesh Jain,9354581259,2025-08-31,YACU0HDWSP,L-00182,0.80,GOLD,375857,Gold Necklace Set,22K,2024-06-21,CLOSED,48006,9.45
Deepak Shah,9341379697,2026-01-05,T6BRQ6FL5N,L-00183,1.51,GOLD,338166,Gold Bracelet,22K,2025-09-06,OVERDUE,83883,12.57
Sita Agarwal,9621223632,2025-08-06,I0T4WAA6EU,L-00184,0.59,GOLD,391521,Gold Bangles (4 pcs),22K,2024-06-12,OVERDUE,110490,18.2
Swati Singh,9221502839,2026-05-31,VAWYLNJ8V0,L-00185,0.69,GOLD,58565,Gold Chain (Man),22K,2025-04-14,ACTIVE,1147,20.23
Rajesh Modi,9878255478,2025-01-02,TUX3UY8DAH,L-00186,1.09,GOLD,67495,Gold Ring,22K,2023-11-13,ACTIVE,2087,29.08
Meena Sharma,9241923381,2025-04-30,PEZZ1G22SW,L-00187,2.03,GOLD,361980,Gold Chain (Man),22K,2025-09-10,ACTIVE,172107,27.48
Gaurav Trivedi,9646568138,2025-10-22,538U43NY05,L-00188,2.18,GOLD,455961,Gold Bangles (4 pcs),22K,2025-11-22,OVERDUE,20192,15.7
Sunita Shah,9478548368,2026-06-09,IROZHQ5TIR,L-00189,1.81,GOLD,244466,Gold Bangles (4 pcs),22K,2025-07-22,ACTIVE,96376,29.38
Lata Shah,9980887439,2026-01-04,1TCFNRMM8Z,L-00190,1.62,GOLD,315630,Gold Bracelet,22K,2024-02-22,OVERDUE,57647,20.3
Anjali Singh,9651570189,2026-03-01,6YSN9O2TFL,L-00191,1.43,GOLD,445413,Gold Ring,22K,2024-01-27,ACTIVE,153330,3.14
Manoj Mehta,9359120904,2026-12-04,XJWNGOTNSV,L-00192,0.85,GOLD,259849,Gold Chain (Man),22K,2024-05-17,ACTIVE,97965,24.94
Sanjay Reddy,9137295911,2025-08-17,LQN22CTH5C,L-00193,1.34,GOLD,222001,Gold Bracelet,22K,2025-02-11,OVERDUE,29000,15.06
Deepak Iyer,9611486098,2026-07-25,XWQH6L8YNB,L-00194,1.04,GOLD,240828,Gold Bracelet,22K,2023-08-21,ACTIVE,20444,26.43
Rajesh Reddy,9630959750,2026-12-07,91L3IEC3EA,L-00195,1.82,GOLD,264991,Gold Bracelet,22K,2023-12-03,ACTIVE,43758,5.76
Anjali Chopra,9696696689,2026-01-08,T6EUZERAVV,L-00196,2.24,GOLD,191046,Gold Earrings,22K,2023-03-30,OVERDUE,65101,26.69
Deepak Verma,9249850676,2025-01-19,OV3BLV4JRJ,L-00197,1.27,GOLD,110799,Gold Ring,22K,2023-07-27,OVERDUE,33240,15.25
Ravi Kumar,9972327093,2026-02-17,WYHR8ORCYK,L-00198,0.88,GOLD,255788,Gold Chain (Man),22K,2025-10-22,OVERDUE,111353,8.11
Suresh Sharma,9787007740,2025-10-11,AIU8AUUAHR,L-00199,2.44,GOLD,454888,Gold Necklace Set,22K,2025-07-03,ACTIVE,132010,26.25
Neha Gupta,9590946212,2026-01-12,1QO29Y9I89,L-00200,1.33,GOLD,310371,Gold Bangles (4 pcs),22K,2024-08-14,ACTIVE,59974,19.85
Nitin Shah,9559850209,2025-01-06,ZRNYGDP9DU,L-00201,1.00,GOLD,238559,Gold Necklace Set,22K,2023-06-11,ACTIVE,40092,3.24
Kavita Modi,9850221278,2026-12-17,RI9JYID2Q2,L-00202,1.67,GOLD,350213,Gold Earrings,22K,2024-01-31,OVERDUE,76419,2.03
Nitin Nair,9854754056,2025-02-13,PZ5ZEI3Y6Y,L-00203,1.53,GOLD,46230,Gold Bracelet,22K,2024-11-06,ACTIVE,1869,26.27
Sanjay Patel,9405453982,2026-08-11,Y60M0RKI6U,L-00204,1.13,GOLD,41453,Gold Ring,22K,2024-09-07,ACTIVE,2580,15.95
Priya Jain,9971532872,2025-10-11,72QPJ9SULE,L-00205,1.04,GOLD,286074,Gold Ring,22K,2025-05-05,OVERDUE,140746,28.06
Vikram Verma,9284973222,2025-08-31,PSAOPZXFOO,L-00206,2.44,GOLD,247377,Gold Bangles (4 pcs),22K,2025-05-01,ACTIVE,37150,24.43
Rohit Das,9694175501,2025-04-11,VZJJO4770F,L-00207,1.60,GOLD,449780,Gold Bangles (4 pcs),22K,2023-11-20,ACTIVE,192625,29.78
Neha Trivedi,9291695528,2026-09-26,FQ5O8P2DSN,L-00208,2.14,GOLD,310080,Gold Necklace Set,22K,2023-02-25,ACTIVE,13586,7.6
Sunita Gupta,9534851320,2025-09-12,BJERLR84CP,L-00209,1.10,GOLD,296332,Gold Earrings,22K,2025-07-18,CLOSED,98275,8.72
Rohit Agarwal,9966661831,2025-01-06,2PINUE4RMP,L-00210,1.94,GOLD,432606,Gold Ring,22K,2024-12-12,ACTIVE,98071,11.05
Meena Jain,9381070256,2025-01-12,4BO8HYS1IA,L-00211,2.33,GOLD,89539,Gold Bangles (4 pcs),22K,2024-09-29,OVERDUE,44072,28.69
Anita Desai,9504738595,2026-07-02,MH6AZE12MX,L-00212,2.50,GOLD,331855,Gold Earrings,22K,2025-01-16,ACTIVE,123939,10.08
Gaurav Verma,9890875386,2025-07-08,CH3987RZLG,L-00213,2.23,GOLD,86073,Gold Necklace Set,22K,2023-12-16,CLOSED,17259,14.19
Sanjay Desai,9456410301,2026-08-08,T0LA157H5O,L-00214,2.05,GOLD,175617,Gold Ring,22K,2024-03-03,ACTIVE,10117,24.69
Anita Sharma,9148880494,2025-04-19,S7PHUFKHX4,L-00215,2.21,GOLD,455667,Gold Bangles (4 pcs),22K,2024-08-30,ACTIVE,132034,13.88
Pooja Shah,9589797052,2026-08-20,3LBGEMYLY5,L-00216,1.10,GOLD,410001,Gold Chain (Man),22K,2023-05-20,ACTIVE,161104,9.78
Gaurav Trivedi,9345412563,2025-09-05,S03FIBNKBT,L-00217,1.92,GOLD,439920,Gold Ring,22K,2023-03-04,ACTIVE,77826,29.93
Swati Modi,9218224111,2025-10-08,PQZR1BHRYY,L-00218,1.65,GOLD,313262,Gold Necklace Set,22K,2023-03-25,ACTIVE,137887,28.18
Sanjay Reddy,9622770216,2026-02-28,7X1QO6W3RD,L-00219,2.21,GOLD,320689,Gold Necklace Set,22K,2023-11-19,ACTIVE,97172,9.15
Rekha Shah,9106127337,2025-06-26,GCQ4197BJ1,L-00220,1.51,GOLD,277004,Gold Bracelet,22K,2025-01-15,CLOSED,106282,5.22
Nitin Modi,9592836526,2026-09-16,U3P9LRFQ6E,L-00221,0.67,GOLD,62338,Gold Chain (Man),22K,2023-01-01,CLOSED,4812,8.03
Ravi Patel,9133166750,2026-09-29,YSS2JRZ29H,L-00222,0.87,GOLD,143809,Gold Chain (Man),22K,2024-06-19,CLOSED,45026,7.33
Rekha Das,9929015349,2025-09-23,RF7WRLQC24,L-00223,0.65,GOLD,294038,Gold Chain (Man),22K,2024-06-23,ACTIVE,2843,6.95
Neha Agarwal,9988129505,2026-07-29,E3EX5K6ARD,L-00224,1.26,GOLD,183306,Gold Chain (Man),22K,2025-09-08,CLOSED,71046,27.34
Suresh Kumar,9754433092,2025-08-21,8KWX3U6NGO,L-00225,2.45,GOLD,435434,Gold Earrings,22K,2024-10-07,OVERDUE,114586,30.79
Nitin Singh,9869267975,2025-06-23,WV4TJP67QV,L-00226,2.23,GOLD,298323,Gold Chain (Man),22K,2024-02-16,OVERDUE,86735,27.17
Swati Reddy,9938405905,2026-10-06,85VU3I15AK,L-00227,1.99,GOLD,403934,Gold Earrings,22K,2024-07-18,CLOSED,13461,17.16
Manoj Patel,9931668717,2026-10-03,TWQT59N9D0,L-00228,1.93,GOLD,39477,Gold Ring,22K,2024-06-14,ACTIVE,1157,8.96
Anjali Das,9341085910,2025-04-05,1A4W04A941,L-00229,2.46,GOLD,113802,Gold Necklace Set,22K,2023-01-18,ACTIVE,52194,23.81
Ashok Mehta,9170873452,2025-04-13,M1RUFDEGN1,L-00230,0.99,GOLD,205221,Gold Ring,22K,2024-03-30,ACTIVE,89803,18.6
Suresh Iyer,9194087202,2026-07-15,EMC9G1486Q,L-00231,0.52,GOLD,122152,Gold Bracelet,22K,2023-01-05,CLOSED,23079,3.21
Sita Chopra,9294129436,2026-05-15,1FFJYCBS6R,L-00232,2.47,GOLD,382813,Gold Bangles (4 pcs),22K,2025-11-17,OVERDUE,26177,14.1
Neha Trivedi,9749020950,2025-11-27,O8HGAHP6MD,L-00233,2.08,GOLD,477680,Gold Ring,22K,2023-12-26,ACTIVE,213386,31.29
Anjali Patel,9441264817,2026-08-04,EJJCH8XF7H,L-00234,0.86,GOLD,355503,Gold Necklace Set,22K,2023-08-25,ACTIVE,142973,2.77
Gaurav Bose,9342090950,2025-03-06,XCOBYN3ELR,L-00235,2.17,GOLD,327521,Gold Ring,22K,2024-11-04,CLOSED,158375,2.53
Rajesh Chopra,9274344083,2025-03-24,CR1GMF014K,L-00236,1.40,GOLD,201985,Gold Bracelet,22K,2024-11-11,ACTIVE,70525,17.76
Nitin Patel,9418524767,2026-11-27,CBR5WKEUMR,L-00237,2.20,GOLD,327800,Gold Bracelet,22K,2024-06-09,CLOSED,84448,24.29
Deepak Gupta,9363653144,2025-07-17,6CYA3KTZRT,L-00238,1.50,GOLD,471565,Gold Necklace Set,22K,2025-11-12,ACTIVE,85306,4.31
Anita Iyer,9644798546,2025-12-17,JO11D0X12D,L-00239,2.40,GOLD,94523,Gold Necklace Set,22K,2023-03-15,OVERDUE,44957,8.42
Neha Reddy,9839394031,2026-01-06,GNASWUGUE3,L-00240,1.01,GOLD,425552,Gold Ring,22K,2025-01-05,OVERDUE,64843,25.18
Pooja Verma,9892763476,2026-10-15,J1OYXGWFBX,L-00241,0.97,GOLD,424012,Gold Necklace Set,22K,2025-07-13,ACTIVE,132654,29.47
Vikram Sharma,9349864571,2025-04-13,I4ACMEOX25,L-00242,2.19,GOLD,385526,Gold Earrings,22K,2024-08-07,ACTIVE,103512,25.66
Anita Gupta,9334653086,2025-07-06,TIBL5EG39Y,L-00243,1.78,GOLD,337175,Gold Chain (Man),22K,2023-05-31,ACTIVE,162277,22.75
Suresh Singh,9313917422,2026-01-31,GQOVAP0Z81,L-00244,1.98,GOLD,38370,Gold Ring,22K,2025-04-17,ACTIVE,4080,30.88
Ravi Modi,9157926876,2026-08-23,ZYUDHFHJ5A,L-00245,2.35,GOLD,349808,Gold Ring,22K,2023-05-08,OVERDUE,82841,8.11
Manoj Mehta,9632096652,2026-12-14,N61Y1TVBF4,L-00246,1.50,GOLD,424786,Gold Chain (Man),22K,2024-12-11,ACTIVE,106280,10.04
Rekha Verma,9105175005,2026-03-19,XX6342ZP6R,L-00247,0.80,GOLD,306079,Gold Necklace Set,22K,2024-06-15,ACTIVE,58564,19.07
Neha Verma,9569073112,2025-04-09,ZUU6D8B5EJ,L-00248,1.87,GOLD,301100,Gold Ring,22K,2023-09-06,ACTIVE,23177,21.56
Nitin Singh,9599646005,2026-11-27,RFW83DT9TR,L-00249,1.89,GOLD,102769,Gold Necklace Set,22K,2024-07-17,ACTIVE,17993,15.49
Suresh Patel,9211116482,2026-01-16,T6WA58GXN4,L-00250,1.88,GOLD,118912,Gold Earrings,22K,2023-11-15,CLOSED,30512,2.04
Ravi Shah,9370015553,2025-02-28,2ER6LERCG4,L-00251,0.87,GOLD,139844,Gold Ring,22K,2024-03-03,OVERDUE,58355,30.25
Arun Reddy,9627452687,2026-01-05,M7USMX0H5N,L-00252,1.65,GOLD,334948,Gold Necklace Set,22K,2024-07-19,ACTIVE,92837,29.35
Kavita Reddy,9805355115,2025-12-19,1ZUBTWVJG9,L-00253,1.43,GOLD,231103,Gold Bangles (4 pcs),22K,2024-07-28,ACTIVE,87889,2.96
Pooja Pillai,9416510010,2025-04-17,4XWVJFALOG,L-00254,2.01,GOLD,331313,Gold Ring,22K,2023-05-26,ACTIVE,699,9.18
Kavita Nair,9952190452,2026-11-19,ZXK7QCZ6AM,L-00255,2.27,GOLD,426671,Gold Ring,22K,2024-05-27,OVERDUE,151307,5.26
Meena Agarwal,9771636257,2025-08-30,VM3COJ6S2Z,L-00256,2.18,GOLD,353257,Gold Bangles (4 pcs),22K,2023-04-20,ACTIVE,66056,24.45
Suresh Patel,9163928191,2026-08-23,7HYR2K821K,L-00257,0.93,GOLD,410225,Gold Ring,22K,2023-08-01,ACTIVE,68650,18.18
Pooja Patel,9524597263,2026-02-24,BAKZ9UE644,L-00258,1.56,GOLD,419964,Gold Necklace Set,22K,2023-07-18,ACTIVE,116028,18.03
Vikram Jain,9317377690,2026-01-12,NNFMD2FIPU,L-00259,1.12,GOLD,280152,Gold Ring,22K,2024-09-30,CLOSED,81538,4.63
Kavita Sharma,9463647845,2025-02-11,UCMK83V1AX,L-00260,1.81,GOLD,305808,Gold Bracelet,22K,2025-05-08,ACTIVE,109603,8.84
Ashok Kumar,9226421969,2025-04-20,9PFRK3F8E5,L-00261,1.62,GOLD,274132,Gold Earrings,22K,2024-05-28,CLOSED,97933,15.82
Swati Singh,9614025390,2026-01-30,58ZUNG105X,L-00262,2.04,GOLD,311738,Gold Necklace Set,22K,2024-06-29,ACTIVE,143923,14.33
Sita Chopra,9337591670,2026-05-29,NGNVI0HXNB,L-00263,1.83,GOLD,426236,Gold Chain (Man),22K,2023-07-02,ACTIVE,123896,20.43
Amit Reddy,9812096410,2025-12-02,VGVXKBSP9M,L-00264,1.19,GOLD,192766,Gold Bangles (4 pcs),22K,2023-12-24,OVERDUE,74757,16.17
Rajesh Singh,9667714178,2026-06-20,JHKU7MS6UZ,L-00265,2.40,GOLD,278536,Gold Earrings,22K,2024-11-22,ACTIVE,65848,18.94
Deepak Patel,9708656995,2026-11-30,W8JHMHBPKX,L-00266,1.87,GOLD,204347,Gold Bracelet,22K,2023-12-25,CLOSED,31002,28.91
Ravi Gupta,9782751498,2026-06-14,F4F0V7R7PH,L-00267,1.15,GOLD,229366,Gold Earrings,22K,2025-02-19,OVERDUE,71003,12.02
Meena Reddy,9120394209,2026-03-15,90AH1QFD18,L-00268,1.63,GOLD,103867,Gold Bangles (4 pcs),22K,2023-06-19,CLOSED,25735,28.1
Kavita Verma,9248160298,2025-05-18,NV64PLCQ2J,L-00269,1.12,GOLD,271898,Gold Ring,22K,2025-11-24,ACTIVE,36181,6.06
Ravi Chopra,9384968188,2026-04-15,R3S3IGKPL3,L-00270,2.19,GOLD,267957,Gold Earrings,22K,2024-02-24,OVERDUE,62485,27.61
Swati Mehta,9924625811,2026-12-12,VT0L4KACFN,L-00271,0.67,GOLD,40064,Gold Earrings,22K,2023-01-07,ACTIVE,9630,8.22
Vikram Patel,9296048867,2026-04-10,LHYCOOQVK6,L-00272,2.00,GOLD,105645,Gold Bracelet,22K,2023-04-15,OVERDUE,26225,3.15
Pooja Desai,9145345787,2026-01-11,IWFQ7EEB6T,L-00273,1.26,GOLD,184469,Gold Ring,22K,2023-10-02,OVERDUE,5436,16.52
Nitin Jain,9450283891,2025-02-26,EZ24RTN5EP,L-00274,1.03,GOLD,351400,Gold Earrings,22K,2023-02-26,ACTIVE,162690,15.48
Vikram Chopra,9775057770,2025-09-24,H0Z07HCA86,L-00275,1.49,GOLD,365879,Gold Ring,22K,2025-04-02,CLOSED,87680,13.51
Manoj Singh,9911906433,2025-12-22,VXKQTJRRVR,L-00276,2.47,GOLD,409708,Gold Bracelet,22K,2023-06-10,OVERDUE,166478,15.53
Nitin Singh,9935697555,2025-03-05,EIA8XIO1TH,L-00277,0.69,GOLD,235122,Gold Chain (Man),22K,2023-02-02,ACTIVE,72729,15.23
Ashok Nair,9697525814,2025-07-28,7JIO5WPYA2,L-00278,1.02,GOLD,394769,Gold Bangles (4 pcs),22K,2024-11-04,CLOSED,104300,16.63
Sunita Nair,9495038086,2025-07-03,7T4NFCNVCQ,L-00279,1.94,GOLD,178392,Gold Bracelet,22K,2023-11-03,ACTIVE,75341,5.21
Ashok Patel,9439813743,2025-03-29,DAIOE9OGSU,L-00280,1.89,GOLD,318825,Gold Bangles (4 pcs),22K,2023-02-13,OVERDUE,716,7.9
Meena Trivedi,9727445802,2026-03-20,WOC7TDBL7R,L-00281,1.75,GOLD,227917,Gold Earrings,22K,2024-01-22,ACTIVE,88608,27.18
Rohit Pillai,9208223341,2026-03-05,4TJ3KBKL6K,L-00282,1.15,GOLD,220138,Gold Bracelet,22K,2025-12-08,ACTIVE,73628,12.48
Ravi Shah,9960674064,2026-09-19,6JUP8URDU2,L-00283,1.12,GOLD,290849,Gold Earrings,22K,2023-09-14,OVERDUE,118475,21.96
Neha Desai,9637054663,2025-07-25,RFQFW1NQDQ,L-00284,2.36,GOLD,148389,Gold Bracelet,22K,2025-05-22,OVERDUE,55194,21.33
Sita Verma,9906657020,2026-08-26,87ZU6CRF23,L-00285,0.84,GOLD,239081,Gold Earrings,22K,2024-03-18,ACTIVE,116135,26.51
Anjali Singh,9983291787,2025-04-06,OT8BFX20MO,L-00286,0.53,GOLD,473272,Gold Bangles (4 pcs),22K,2024-10-04,OVERDUE,172823,21.66
Gaurav Sharma,9318267557,2025-10-12,WQCPUBSZLG,L-00287,2.08,GOLD,467200,Gold Bracelet,22K,2023-09-20,CLOSED,92771,18.5
Suresh Sharma,9849353118,2026-11-22,HHPSSODULB,L-00288,0.85,GOLD,142457,Gold Chain (Man),22K,2025-05-31,OVERDUE,69005,17.32
Ravi Jain,9763410802,2026-09-27,NBHNLSJJHF,L-00289,1.27,GOLD,366171,Gold Ring,22K,2023-01-12,ACTIVE,119975,14.1
Amit Sharma,9481560677,2026-10-08,A6QS843XJZ,L-00290,1.28,GOLD,34213,Gold Necklace Set,22K,2023-11-08,ACTIVE,8474,10.98
Sunita Shah,9478548368,2025-10-11,A8DIEG548Q,L-00291,1.10,GOLD,190131,Gold Earrings,22K,2025-08-18,ACTIVE,80610,21.73
Vikram Desai,9773676456,2025-04-16,SF8D4BW4EV,L-00292,1.92,GOLD,469039,Gold Ring,22K,2024-04-18,ACTIVE,159222,5.79
Sanjay Kumar,9216343668,2025-07-01,F9ZYLXCILU,L-00293,1.23,GOLD,121669,Gold Ring,22K,2023-07-27,ACTIVE,890,10.54
Ravi Desai,9306309401,2025-02-27,DO8KDS7820,L-00294,1.78,GOLD,137796,Gold Earrings,22K,2024-05-06,ACTIVE,37314,6.76
Swati Desai,9151249287,2025-11-23,N6J07XVS8Z,L-00295,1.96,GOLD,380467,Gold Earrings,22K,2023-03-28,ACTIVE,67401,16.35
Nitin Das,9679770380,2025-07-26,5GIMA1F0F7,L-00296,1.16,GOLD,369469,Gold Chain (Man),22K,2025-04-15,OVERDUE,170383,7.04
Ashok Agarwal,9287089569,2026-01-30,3QX5I1PCF3,L-00297,2.39,GOLD,38856,Gold Necklace Set,22K,2025-06-03,ACTIVE,9541,13.75
Ashok Kumar,9350314498,2025-10-18,LRH4Q6M68Q,L-00298,0.98,GOLD,131680,Gold Earrings,22K,2025-08-22,ACTIVE,42590,3.77
Ashok Jain,9519198517,2025-12-21,OAJRG6ILUX,L-00299,1.57,GOLD,315321,Gold Bangles (4 pcs),22K,2023-01-31,ACTIVE,151705,8.67
Neha Agarwal,9811693987,2025-10-22,9XFX8E7UUC,L-00300,0.92,GOLD,364020,Gold Bangles (4 pcs),22K,2024-03-23,ACTIVE,50253,12.16
Nitin Agarwal,9553860640,2025-01-08,KH35CB5XSE,L-00301,2.29,GOLD,221753,Gold Bracelet,22K,2024-10-10,ACTIVE,29823,16.7
Rohit Desai,9797231626,2026-04-10,M737H10IFT,L-00302,1.82,GOLD,292328,Gold Bangles (4 pcs),22K,2023-08-30,ACTIVE,134890,3.44
Sanjay Sharma,9336944509,2026-05-24,UXYJ76RRB8,L-00303,2.31,GOLD,465349,Gold Necklace Set,22K,2023-10-14,CLOSED,107519,5.44
Kavita Iyer,9782460335,2025-04-15,UHQ4QMSSTP,L-00304,2.36,GOLD,32637,Gold Necklace Set,22K,2023-10-25,ACTIVE,4789,22.59
Arun Desai,9368976122,2026-06-26,HSX63A98LX,L-00305,1.65,GOLD,371416,Gold Necklace Set,22K,2024-05-06,ACTIVE,122127,20.91
Manoj Mehta,9600876921,2025-06-28,M78SKRCJOW,L-00306,0.83,GOLD,372650,Gold Chain (Man),22K,2025-12-12,ACTIVE,29096,29.32
Suresh Verma,9682353366,2025-08-15,BP8X0VESBE,L-00307,1.28,GOLD,71334,Gold Earrings,22K,2024-01-07,CLOSED,21359,2.55
Rekha Shah,9388660619,2025-10-11,HCSKY3ZOO2,L-00308,1.00,GOLD,68894,Gold Bangles (4 pcs),22K,2025-11-07,OVERDUE,33764,11.47
Ashok Gupta,9962704997,2025-11-04,J772IDR2QB,L-00309,2.18,GOLD,390641,Gold Bracelet,22K,2025-06-24,ACTIVE,118806,21.52
Nitin Reddy,9711053943,2026-09-10,48GOVEFIG0,L-00310,2.07,GOLD,30454,Gold Earrings,22K,2025-09-10,ACTIVE,9987,8.76
Vikram Desai,9647538361,2025-03-02,HD89FNX7Z8,L-00311,2.34,GOLD,480768,Gold Necklace Set,22K,2023-10-30,ACTIVE,199990,29.91
Meena Iyer,9546360208,2025-07-13,H4PMAVQ1QW,L-00312,1.94,GOLD,311410,Gold Ring,22K,2023-08-17,CLOSED,141888,11.66
Lata Chopra,9660354314,2026-01-20,5HNUCGLQRX,L-00313,0.51,GOLD,333378,Gold Necklace Set,22K,2024-06-08,OVERDUE,84671,12.83
Sunita Trivedi,9379982737,2026-03-08,6UEFEP8YEJ,L-00314,1.29,GOLD,421795,Gold Bracelet,22K,2025-06-18,ACTIVE,152459,18.38
Vikram Gupta,9198588415,2026-10-08,K52ZYVWS5I,L-00315,1.61,GOLD,351089,Gold Chain (Man),22K,2024-07-21,ACTIVE,123265,8.49
Amit Iyer,9719112389,2025-10-15,03C9Y3PU41,L-00316,0.90,GOLD,266127,Gold Bracelet,22K,2023-07-19,CLOSED,89474,31.66
Amit Chopra,9965062956,2026-10-13,0E4TU36PR6,L-00317,2.17,GOLD,53320,Gold Chain (Man),22K,2024-11-18,CLOSED,4676,5.93
Lata Shah,9988779373,2025-05-11,NJ0S6YS2G8,L-00318,2.39,GOLD,175025,Gold Bracelet,22K,2025-08-03,ACTIVE,30148,11.08
Swati Bose,9166800614,2025-09-21,JSQNPVSI9L,L-00319,2.43,GOLD,165908,Gold Chain (Man),22K,2024-06-03,ACTIVE,79267,21.39
Suresh Pillai,9695024900,2025-06-20,KE6TZCPC9S,L-00320,1.90,GOLD,473780,Gold Ring,22K,2025-01-10,OVERDUE,77709,9.34
Vikram Bose,9667141649,2025-03-10,TDH2Q32IQ4,L-00321,2.28,GOLD,77914,Gold Bangles (4 pcs),22K,2024-12-27,OVERDUE,31517,15.6
Rajesh Shah,9648726422,2026-08-31,5Q6MZSC9PL,L-00322,0.84,GOLD,253474,Gold Chain (Man),22K,2023-06-26,OVERDUE,39490,5.61
Priya Pillai,9657190967,2025-12-30,1M4GL4GBBW,L-00323,2.28,GOLD,105512,Gold Necklace Set,22K,2023-02-14,CLOSED,43834,11.02
Priya Shah,9948652721,2025-01-22,S6TY5ISS06,L-00324,2.09,GOLD,246323,Gold Bangles (4 pcs),22K,2023-12-04,ACTIVE,63685,11.85
Swati Shah,9814807342,2026-02-25,RU5KAO4HBH,L-00325,1.38,GOLD,497230,Gold Bangles (4 pcs),22K,2024-11-10,ACTIVE,141724,3.26
Rohit Chopra,9720278927,2026-11-27,SGED6FH7IG,L-00326,1.43,GOLD,308468,Gold Necklace Set,22K,2023-08-23,OVERDUE,31032,4.51
Nitin Chopra,9770187696,2025-11-19,PDKME09BEN,L-00327,0.64,GOLD,464362,Gold Necklace Set,22K,2024-09-18,CLOSED,138549,18.77
Arun Trivedi,9469899402,2025-12-06,CY54VGFI0N,L-00328,2.33,GOLD,196413,Gold Bangles (4 pcs),22K,2023-09-19,ACTIVE,21158,19.05
Sanjay Chopra,9552196664,2026-06-02,12ONOS88QP,L-00329,1.48,GOLD,209963,Gold Ring,22K,2024-01-14,OVERDUE,66213,13.03
Gaurav Kumar,9282441694,2025-08-12,6YQNF0HLYT,L-00330,2.47,GOLD,45324,Gold Chain (Man),22K,2025-11-18,ACTIVE,20418,13.57
Arun Chopra,9540163816,2025-02-21,606RMSL9TF,L-00331,0.97,GOLD,382535,Gold Earrings,22K,2025-09-04,OVERDUE,5090,19.89
Sunita Reddy,9991864623,2026-12-04,71DJFE4WDU,L-00332,1.38,GOLD,454108,Gold Ring,22K,2024-10-27,OVERDUE,62152,10.78
Sita Sharma,9315817968,2025-08-07,U75R5CTRNL,L-00333,2.29,GOLD,173088,Gold Ring,22K,2024-01-05,CLOSED,17264,21.68
Pooja Agarwal,9407965626,2025-10-03,6RVIUAF1I7,L-00334,0.57,GOLD,36886,Gold Chain (Man),22K,2024-10-18,ACTIVE,8672,20.67
Rekha Das,9256816632,2025-09-28,TJS0HIM4K7,L-00335,1.42,GOLD,478454,Gold Earrings,22K,2024-12-29,CLOSED,232908,26.86
Arun Patel,9422092354,2026-12-23,5PXKH2ECE8,L-00336,2.16,GOLD,218247,Gold Necklace Set,22K,2023-03-05,ACTIVE,62083,25.5
Amit Patel,9932785365,2026-05-21,LUMMWR128E,L-00337,1.94,GOLD,169600,Gold Necklace Set,22K,2025-09-14,ACTIVE,71763,5.82
Lata Mehta,9256975803,2025-12-30,OMELW9KT6L,L-00338,2.05,GOLD,330950,Gold Bracelet,22K,2025-01-15,ACTIVE,34973,6.12
Ravi Pillai,9222104822,2025-02-16,OSJBX4YYTC,L-00339,0.67,GOLD,42300,Gold Ring,22K,2023-12-08,CLOSED,191,3.06
Priya Mehta,9403968770,2026-11-06,3YW4R8YXVD,L-00340,0.76,GOLD,433106,Gold Earrings,22K,2023-09-21,ACTIVE,77396,31.34
